date_publication,reference,objet,acheteurs_public,lieux,date_limite,estimation,caution,url
17/07/2026,45/FES/2026,"Achat de fournitures informatiques et de reprographie  destines aux établissements scolaires, et aux services administratifs relevant de la direction provinciale a Fès, en lot unique",Direction Provinciale du MEN FES,FES,"{'date': '04/09/2026', 'time': '10:00'}","512 880,80","10 257,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1024556&orgAcronyme=p8x
23/07/2026,21/2026/AREFDT,ACQUISITION DE MATERIELS INFORMATIQUES DESTINES AUX ETABLISSEMENTS SCOLAIRES RELEVANT DE L’AREF DE LA REGION- DRAA-TAFILALET (1ère tranche).,ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION DRAA TAFILALT,Province d'Errachidia,"{'date': '04/09/2026', 'time': '10:00'}","3 060 000,00","60 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026754&orgAcronyme=p8x
29/07/2026,23/2026,"Acquisition du matériel informatique au profit des établissements scolaires ; le siège de la direction provinciale et les espaces des inspecteurs relevant de la direction provinciale de l’AREFTTH à Chefchaouen, en lot unique, au titre de l’exercice 2026.",DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE CHEFCHAOUEN,CHEFCHAOUEN,"{'date': '04/09/2026', 'time': '10:00'}","755 520,00","13 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028505&orgAcronyme=p8x
06/08/2026,168/2026/apdn,L’acquisition des matériels informatiques et matériels de bureau au profit de l’APDN (En deux (02) Lots),AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,"{'date': '04/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030719&orgAcronyme=a1t
16/07/2026,10/2026/INF,"Achat de matériel informatique destiné au Service Central du Ministère de l’Enseignement Supérieur, de la Recherche Scientifique et de l’Innovation, à Rabat en lot unique.","Ministère de l'education nationale, de l'enseignement superieur, de la formation des cadres et de la recherche scientifique  - l'enseignement superieur, la formation des cadres et la recherche scientifique",RABAT,"{'date': '03/09/2026', 'time': '12:00'}","4 991 916,00","60 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1007439&orgAcronyme=z7x
11/08/2026,26/RTTA2026,L’acquisition de matériel informatique destiné aux associations sélectionnées dans le cadre du projet SLEC.,REGION de TANGER-TETOUAN,TANGER-ASSILAH,"{'date': '03/09/2026', 'time': '12:00'}","76 800,00","1 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032034&orgAcronyme=l1f
13/07/2026,38/2026/DAM/CM,"Formation d'habilitation à la conduite, reconversion et recrutement à l'emploi chauffeur ou technicien conducteur",OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,TANGER-ASSILAH,"{'date': '03/09/2026', 'time': '11:30'}","396 000,00","3 960,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022206&orgAcronyme=d4q
14/07/2026,21/2026/MAECAMRE,Acquisition et mise en place d’une solution de pare-feu applicatif web (WAF) avec assistance technique pour le compte du Ministère des Affaires Etrangères de la Coopération Africaine et des Marocains Résidant à l'Etranger à Rabat.,"MINISTERE DES AFFAIRES ETRANGERES, DE LA COOPERATION AFRICAINE ET DES MAROCAINS RESIDANT A L'ETRANGER",RABAT,"{'date': '03/09/2026', 'time': '11:00'}","5 982 000,00","100 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1017426&orgAcronyme=d2f
12/08/2026,04/2026/CSTM,"Assistance technique pour la mise en œuvre d’un Système de Management de la Sécurité de l’Information (SMSI), l’audit de conformité à la loi 05-20 et a la DNSSI, et l’accompagnement à l’homologation du système d’information sensible (SIS) du CSTM",LE CHEF DU CENTRE DE SURVEILLANCE DU TRAFIC MARITIME A LA DIRECTION DE LA MARINE MARCHANDE DE TANGER,MAROC,"{'date': '03/09/2026', 'time': '11:00'}","700 000,00","10 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019826&orgAcronyme=q3m
20/07/2026,04/AUKSS/2026,"Acquisition, installation et mise en service de matériel informatique",AGENCE URBAINE DE KENITRA-SIDI KACEM,MAROC,"{'date': '03/09/2026', 'time': '11:00'}","500 000,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1025029&orgAcronyme=j8k
28/07/2026,08/2026/INPT,"La sélection de prestataires de formation pour accompagner l’INPT dans la réalisation de Masters en cyber-sécurité, réparti en deux lots.",INSTITUT NATIONAL DES POSTES ET TELECOMMUNICATIONS,RABAT,"{'date': '03/09/2026', 'time': '11:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027498&orgAcronyme=a1t
29/07/2026,AODA13/26/ONMT,LA MISE EN PLACE D’UNE SOLUTION D’INTELLIGENCE ARTIFICIELLE DE PILOTAGE CONVERSATIONNEL SUR L’INFRASTRUCTURE QLIK SENSE AU PROFIT DE L’ONMT,OFFICE NATIONAL MAROCAIN DU TOURISME,RABAT,"{'date': '03/09/2026', 'time': '11:00'}","1 584 600,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028724&orgAcronyme=o3f
12/08/2026,71/ABHL/2026,ACHAT DE MATERIEL INFORMATIQUE AU PROFIT DE L’ABHL,AGENCE DU BASSIN HYDRAULIQUE DU LOUKKOS,TETOUAN,"{'date': '03/09/2026', 'time': '10:45'}","495 000,00","9 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032714&orgAcronyme=d4q
07/08/2026,31/2026,CONFECTION ET POSE DES GUERITES DANS LES LOCAUX RELEVANT DE LA PREFECTURE DE POLICE DE MARRAKECH - DISTRICTS PROVINCIAUX ET COMMISSARIATS DE CIRCONSCRIPTION QUI EN DEPENDENT EN LOT UNIQUE,PREFECTURE DE POLICE DE MARRAKECH,MARRAKECH,"{'date': '03/09/2026', 'time': '10:30'}","677 040,00","13 540,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1015312&orgAcronyme=g3h
06/08/2026,01/FPL/2026/INV,"l’acquisition, l’installation et la mise en service d’un Data Center pédagogique au profit de la Faculté Polydisciplinaire de Larache.",FACULTE POLYDISCIPLINAIRE A LARACHE,LARACHE,"{'date': '03/09/2026', 'time': '10:30'}","2 414 703,60","45 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030814&orgAcronyme=z7x
23/07/2026,42/2026/TGR,"l’acquisition et la mise en œuvre d’une extension de matériels informatiques, constituant l’infrastructure du système bancaire de la Trésorerie Générale du Royaume, ainsi que les prestations de formation et d’assistance y afférentes, en lot unique",TRESORERIE GENERALE DU ROYAUME,RABAT,"{'date': '03/09/2026', 'time': '10:00'}","1 114 029,60","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1008627&orgAcronyme=g8e
11/08/2026,71/DGPC/2026,"l’acquisition, l’installation et la mise en service de deux firewalls frontaux de nouvelle génération et le renouvellement des licences des firewalls dorsaux existants pour le siège de la Direction Générale de la Protection Civile Rabat (lot unique).",DIRECTION GENERALE DE LA PROTECTION CIVILE,RABAT,"{'date': '03/09/2026', 'time': '10:00'}","1 848 000,00","35 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1016416&orgAcronyme=w9x
22/07/2026,13/2026,ACHAT DU MATERIEL INFORMATIQUE AU PROFIT DU CENTRE REGIONAL DES JEUNES ENTREPRENEURS AGRICOLES ET AGRO-ALIMENTAIRES (CRJEA) RELEVANT DE LA DIRECTION REGIONALE DE L’AGRICULTURE DE BENI-MELLAL_KHENIFRA en LOT UNIQUE,DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION BENI MELLAL -KHENIFRA,BENI MELLAL,"{'date': '03/09/2026', 'time': '10:00'}","299 640,00","4 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1016996&orgAcronyme=q1s
05/08/2026,20/2026/DPJE,"L’ACQUISITION, L’INSTALLATION ET LA MISE EN SERVICE DU MATÉRIEL INFORMATIQUE POUR LE COMPTE DE LA CIRCONSCRIPTION JUDICIAIRE DE LA COUR D’APPEL D’ERRACHIDIA EN LOT UNIQUE.",DIRECTION PROVINCIALE DE LA JUSTICE D'ERRACHIDIA,ERRACHIDIA,"{'date': '03/09/2026', 'time': '10:00'}","598 800,00","11 900,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021218&orgAcronyme=t5y
12/08/2026,33/2026,"L’acquisition, l’installation et la mise en service des serveurs pour le compte de la circonscription judiciaire de la cour d'appel d'Oujda en lot unique",DIRECTION PROVINCIALE DE LA JUSTICE A OUJDA,OUJDA-ANGAD,"{'date': '03/09/2026', 'time': '10:00'}","199 200,00","3 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023610&orgAcronyme=t5y
21/07/2026,01/2026,"Acquisition d’équipements au profit de l’École Nationale d’Architecture d’Oujda, alloti, en 3 lots :
-Lot n° 1 : relatif à l’achat de mobilier de bureau
-Lot n° 2 : relatif à l’achat de matériels informatiques
-Lot n° 3 : relatif à l’achat de matériels didactique, pédagogique et audiovisuels",ECOLE NATIONALE D'ARCHITECTURE OUJDA,OUJDA-ANGAD,"{'date': '03/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1024161&orgAcronyme=j8k
04/08/2026,02/2026/BG/PACA,Travaux d’aménagement au siège de la Préfecture d’Arrondissements de Casablanca-Anfa,GOUVERNEUR DE LA PREFECTURE D'ARRONDISSEMENTS DE CASA ANFA,CASABLANCA,"{'date': '03/09/2026', 'time': '10:00'}","5 643 882,84","80 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1024673&orgAcronyme=g3h
23/07/2026,04/AOO/DPP/DG/ANP/2026,"Travaux de fourniture, installation, mise à niveau et maintenance du système de vidéosurveillance et de contrôle d’accès au port de Mohammedia",AGENCE NATIONALE DES PORTS,MOHAMMADIA,"{'date': '03/09/2026', 'time': '10:00'}","14 710 728,00","277 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026536&orgAcronyme=o8p
23/07/2026,07/2026,سمسرة عمومية لبيع المحجوزات من الدراجات النارية,Commune rurale de AIN LEGDAH,TAOUNATE,"{'date': '03/09/2026', 'time': '10:00'}","2 000,00","1 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026583&orgAcronyme=d0q
24/07/2026,05FC/FMPR/2026,"L’ACQUISITION DU MATERIEL INFORMATIQUE AU PROFIT DE LA Faculté de Médecine et de Pharmacie de Rabat : 
LOT N° 1 : DU « LES LASERS MEDICAUX A VISEE ESTHETIQUE ».
LOT N° 2 : « CEDOC ».",UNIVERSITE MOHAMED V /FACULTE DE MEDECINE ET DE PHARMACIE RABAT,RABAT,"{'date': '03/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027044&orgAcronyme=z7x
29/07/2026,32/2026/AOON/CHM6M,La réalisation de la prestation d’Hébergement du Portail du Centre Hospitalo-universitaire Mohammed VI Marrakech.,CENTRE HOSPITALIER UNIVERSITAIRE MOHAMMED VI - MARRAKECH,MARRAKECH,"{'date': '03/09/2026', 'time': '10:00'}","57 600,00","1 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028366&orgAcronyme=q9t
30/07/2026,10/M/DAF/2026,La location de photocopieurs pour le compte de l'ANPME en lot unique,AGENCE NATIONALE POUR LA PROMOTION DE LA PETITE ET MOYENNE ENTREPRISE,RABAT,"{'date': '03/09/2026', 'time': '10:00'}","106 200,00","2 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028813&orgAcronyme=m1w
07/08/2026,58/26/S,"Maintenance et évolution des systèmes de gestion info-trafic, d’aide à l’exploitation et de gestion des sinistres",AUTOROUTES DU MAROC,RABAT,"{'date': '03/09/2026', 'time': '10:00'}","4 740 312,00","0,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031435&orgAcronyme=o8p
12/08/2026,65/ABHL/2026,"Acquisition et installation des matériels informatiques, réseaux et audio-visuels pour l’équipement de la salle d'annonce de crue de l'Agence du Bassin Hydraulique du Loukkos.",AGENCE DU BASSIN HYDRAULIQUE DU LOUKKOS,TETOUAN,"{'date': '03/09/2026', 'time': '09:15'}","1 462 000,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032519&orgAcronyme=d4q
03/08/2026,11/EHTP/2026,LA REALISATION DE LA PRESTATION D'ENSEIGNEMENT DES TECHNIQUES DE COMMUNICATION EN ANGLAIS AU PROFIT DES ETUDIANTS DE L'ECOLE HASSANIA DES TRAVAUX PUBLICS,ECOLE HASSANIA DES TRAVAUX PUPLICS,CASABLANCA,"{'date': '02/09/2026', 'time': '11:00'}","606 000,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029551&orgAcronyme=o8p
11/08/2026,30/2026/I.AREF.MS,Acquisition de photocopieurs multifonctions couleurs au profit des établissements scolaires relevant de l’AREF Marrakech Safi,ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION MARRAKECH-SAFI,MARRAKECH,"{'date': '02/09/2026', 'time': '11:00'}","3 951 600,00","70 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032170&orgAcronyme=p8x
03/08/2026,10/EHTP/2026,LA REALISATION DE LA PRESTATION D'ENSEIGNEMENT DES TECHNIQUES DE COMMUNICATION EN FRANÇAIS AU PROFIT DES ETUDIANTS  DE L'ECOLE HASSANIA DES TRAVAUX PUBLICS,ECOLE HASSANIA DES TRAVAUX PUPLICS,CASABLANCA,"{'date': '02/09/2026', 'time': '10:30'}","370 800,00","6 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029545&orgAcronyme=o8p
11/08/2026,25/2026/ADA/DDCPT/DPPT,La maintenance des plateformes digitales de commercialisation des produits du terroir www.terroirdumaroc.gov.ma et www.terroirdumaroc.shop,AGENCE POUR LE DEVELOPPEMENT AGRICOLE,RABAT,"{'date': '02/09/2026', 'time': '10:30'}","312 000,00","6 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031997&orgAcronyme=q1s
10/08/2026,14/DDE/DISI/2026,"La réalisation des prestations de formation au profit du personnel de la Direction des Domaines de l’Etat en quatre lots:
	Lot N° 1 : Formation en Linux, REDHAT
	Lot N° 2 : Formation Windows Server
	Lot N° 3 : Formation en IIS et SharePoint
	Lot N° 4 : Formation en Apache",DIRECTEUR DES DOMAINES,RABAT,"{'date': '02/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022218&orgAcronyme=g8e
29/07/2026,07/ANEF/2026,L’achat de fournitures informatiques pour le compte de l’Agence Nationale des Eaux et Forêts à Rabat (lot unique).,AGENCE NATIONALE DES EAUX ET FORETS,RABAT,"{'date': '02/09/2026', 'time': '10:00'}","1 190 820,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026882&orgAcronyme=w7t
06/08/2026,18/DRAI/DT/2026,"ACHAT DE MOBILIER, DE MATÉRIEL INFORMATIQUE ET D'ÉQUIPEMENTS DE BUREAU AU PROFIT DE LA DÉLÉGATION RÉGIONALE DES AFFAIRES ISLAMIQUES DE LA RÉGION DRAÂ-TAFILALET.",DELEGUE REGIONAL DES AFFAIRES ISLAMIQUES REGION DRAA TAFILALT,ERRACHIDIA,"{'date': '02/09/2026', 'time': '10:00'}","137 640,00","2 700,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027314&orgAcronyme=f4g
05/08/2026,15/2026/BG,Achat de matériel informatique pour les postes de commandement relevant de la Préfecture d'Oujda Angad,WALI LA REGION DE L'ORIENTAL ET GOUVERNEUR DE LA PREFECTURE OUJDA ANGAD,OUJDA-ANGAD,"{'date': '02/09/2026', 'time': '10:00'}","478 128,00","8 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030194&orgAcronyme=g3h
06/08/2026,10010945,Extension du portail Self-Service au profit de tous les collaborateurs de la SRM-SM,SOCIETE REGIONALE MULTISERVICES SOUSS - MASSA SA,AGADIR IDA OU TANANE,"{'date': '02/09/2026', 'time': '09:40'}","1 020 000,00","15 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030576&orgAcronyme=g3h
24/07/2026,26S039,Acquisition d’une solution MDM et licences associés,OFFICE NATIONAL DES CHEMINS DE FER,RABAT,"{'date': '02/09/2026', 'time': '09:00'}","651 360,00","9 800,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027152&orgAcronyme=o8p
03/08/2026,16/2026/BG,Achat du matériel informatique pour les postes de commandement de la Province El Hajeb,GOUVERNEUR DE LA PROVINCE D'EL HAJEB,EL-HAJEB,"{'date': '01/09/2026', 'time': '14:00'}","296 328,00","5 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1025692&orgAcronyme=g3h
06/08/2026,08/2026/DSI,Le renouvellement des équipement d’interconnexions réseau de l’Agence Urbaine de Casablanca,AGENCE URBAINE DE CASABLANCA,CASABLANCA,"{'date': '01/09/2026', 'time': '12:00'}","1 199 880,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030796&orgAcronyme=g3h
11/08/2026,MA/ANSS/560936/GO/RFQ,"Acquisition, installation et configuration d’une solution SIEM (Security Information and Event
Management) au profit de l’Agence Nationale du Soutien Social (ANSS)",AGENCE NATIONALE DU SOUTIEN SOCIALE (ANSS),RABAT,"{'date': '01/09/2026', 'time': '11:30'}","1 700 000,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031951&orgAcronyme=g8e
27/07/2026,07/2026/SPRSAFI,"INSTALLATION DE PRÉ-CÂBLAGE ET ÉQUIPEMENTS RÉSEAUX INFORMATIQUES AU PROFIT DES ARRONDISSEMENTS DE POLICE RELEVANT DE LA SÛRETÉ PROVINCIALE DE SAFI ET DU DISTRICT PROVINCIAL DE YOUSSOUFIA, SISE A LA COMMUNE DE SAFI ET YOUSSOUFIA, PROVINCE DE SAFI ET YOUSSOUFIA, REGION DE MARRAKECH-SAFI",CHEF DE LA SURETE SAFI,SAFI,"{'date': '01/09/2026', 'time': '11:00'}","1 252 284,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1002169&orgAcronyme=g3h
07/08/2026,8/2026/BG,"Formation continue au profit des fonctionnaires de la préfecture d’arrondissements Al Fida Mers Sultan au titre de l’année 2026 dans les thèmes : « Rédaction administrative », « Microsoft Power BI » et « Workflow IA – Automation »",GOUVERNEUR DE LA PREFECTURE D'ARRONDISSEMENTS AL FIDA MERS SULTAN,Préfecture d'Elfida Derb Soltane,"{'date': '01/09/2026', 'time': '11:00'}","39 420,00","700,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1015840&orgAcronyme=g3h
29/07/2026,13/2026/CT,ACHAT DE MATERIEL INFORMATIQUE,Commune urbaine de TAOURIRT,TAOURIRT,"{'date': '01/09/2026', 'time': '11:00'}","629 004,00","12 580,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019297&orgAcronyme=f8y
07/08/2026,11/2026,ACHAT DE FOURNITURES POUR MATERIEL INFORMATIQUE ET TECHNIQUE POUR LE COMPTE  DE LA COMMUNE DE SIDI YAHIA ZAERS.,Commune de SIDI YAHYA ZAER,SKHIRATE-TEMARA,"{'date': '01/09/2026', 'time': '11:00'}","174 336,00","3 400,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026923&orgAcronyme=s3z
31/07/2026,04/2026,PROJET D’ADDUCTION D’EAU POTABLE DES DOUARS ASDAD DE LA COMMUNE DE BOUMERIEM,Commune rurale de BOUMERIEME,MAROC,"{'date': '01/09/2026', 'time': '11:00'}","1 326 460,70","26 530,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027548&orgAcronyme=f8y
30/07/2026,01/DRMS/2026/SONARGES,PRESTATION D’ANIMATION DES INFRASTRUCTURES SPORTIVES DE LA REGION MARRAKECH-SAFI.,SOCIETE NATIONALE DE REALISATION ET DE GESTION DES ÉQUIPEMENTS SPORTIFS,MARRAKECH,"{'date': '01/09/2026', 'time': '11:00'}","2 726 449,44","50 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028861&orgAcronyme=s3d
14/07/2026,12/2026,Acquisition de matériels et logiciels informatiques pour le compte du Secrétariat Général du Gouvernement,SECRETARIAT GENERAL DU GOUVERNEMENT,MAROC,"{'date': '01/09/2026', 'time': '10:30'}","2 327 400,00","45 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1013760&orgAcronyme=g0u
22/07/2026,20/DRSI/2026,"renouvellement des licences des solutions informatiques du 
Département du Développement Durable relevant du Ministère de la Transition 
Energétique et du Développement Durable à Rabat (Lot Unique).",MINISTÈRE DE LA TRANSITION ENERGÉTIQUE ET DU DÉVELOPPEMENT DURABLE – DÉPARTEMENT DU DÉVELOPPEMENT DURABLE,RABAT,"{'date': '01/09/2026', 'time': '10:30'}","1 986 000,00","39 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022177&orgAcronyme=d4q
10/08/2026,33/2026/BG/PT,Achat de matériel informatique pour le fonctionnement de divers services et postes de commandement relevant de la Province de Taza.,GOUVERNEUR DE LA PROVINCE DE TAZA,TAZA,"{'date': '01/09/2026', 'time': '10:30'}","669 960,00","13 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023157&orgAcronyme=g3h
23/07/2026,2/2026/drh,"animation des séminaires de la formation continue au profit des fonctionnaires du Ministère de l’Equipement et de l’Eau en 04 lots : 
LOT N° 1 : DEVELOPPEMENT PERSONNEL
LOT N° 2 : ENVIRONNEMENT DE L’ADMINISTRATION PUBLIQUE
LOT N° 3 : COMPTABILITE PUBLIQUE
LOT N° 4 : APPROCHE STRATEGIQUE ET OUTILS DE PILOTAGE ORGANISATIONNEL",MINISTERE DE L'EQUIPEMENT ET DE L'EAU,RABAT,"{'date': '01/09/2026', 'time': '10:30'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026427&orgAcronyme=o8p
07/08/2026,09/2026/BG,Achat de matériel informatique pour la Préfecture d’Arrondissements d’Ain Sebaâ-Hay Mohammadi (lot unique).,GOUVERNEUR DE LA PREFECTURE D'ARRONDISSEMENT D'AIN SBAA HAY MOHAMMADI,CASABLANCA,"{'date': '01/09/2026', 'time': '10:30'}","397 080,00","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027746&orgAcronyme=g3h
24/07/2026,09/2026/SAP,"TRAVAUX DE TRANSFERT, D’INSTALLATION ET DE MISE EN SERVICE D‘UNE SOLUTION DE VIDEOPROTECTION AU SIÈGE PROVISOIRE DE LA PRÉFECTURE DE POLICE DE FÈS  (LOT UNIQUE)",CHEF DE LA SURETE NATIONALE A FES,FES,"{'date': '01/09/2026', 'time': '10:00'}","329 388,00","6 580,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009925&orgAcronyme=g3h
13/07/2026,56/DGPC/2026,"ll’acquisition et l’installation du matériel et des logiciels pour la mise à niveau et l’extension de la solution de téléphonie destinées à la Direction Générale de la Protection Civile et les unités de la Protection Civile à Chefchaouen, Ouezzane, Taourirt, Jerada, Bouarfa, Driouch, Guercif, Sefrou, Missour, Moulay Yacoub, Taounate, El Hajeb, UMRI Fès, UMRI Casablanca, Béni Mellal, Azilal, Fquih Ben Salah, Essaouira, Chichaoua, Tahannaout, Rhamna (Ben Guerir), Youssoufia, Midelt, Ouarzazate, Zagora, Tinghir, Tiznit, Chtouka-Aït Baha (Biougra), Tata, Assa-Zag, UMRI Guelmim, Tan-Tan, Sidi Ifni, Boujdour, Tarfaya, Es-Semara et Aït Melloul (CNLAA) (Lot unique).",DIRECTION GENERALE DE LA PROTECTION CIVILE,CHEFCHAOUEN,"{'date': '01/09/2026', 'time': '10:00'}","3 973 200,00","70 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1012760&orgAcronyme=w9x
05/08/2026,15/DDE/DISI/2026,Refonte de l’infrastructure téléphonique des services déconcentrés de la Direction des Domaines de l’Etat en lot unique.,DIRECTEUR DES DOMAINES,TANGER-ASSILAH,"{'date': '01/09/2026', 'time': '10:00'}","1 992 000,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023047&orgAcronyme=g8e
03/08/2026,15/2026/BG,Achat du matériel informatique au profit des services de la Province El Hajeb.,GOUVERNEUR DE LA PROVINCE D'EL HAJEB,EL-HAJEB,"{'date': '01/09/2026', 'time': '10:00'}","198 174,00","3 900,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1025672&orgAcronyme=g3h
