date_publication,reference,objet,acheteurs_public,lieux,date_limite,estimation,caution,url
12/08/2026,16/2026/MAECAMRE,MAINTENANCE DES EQUIPEMENTS DE L’INFRASTRUCTURE DES SYSTEMES AVEC FOURNITURE DE PIECES DE RECHANGE POUR LE MINISTERE DES AFFAIRES ETRANGERES DE LA COOPERATION AFRICAINE ET DES MAROCAINS RESIDANT A L'ETRANGER A RABAT.,"MINISTERE DES AFFAIRES ETRANGERES, DE LA COOPERATION AFRICAINE ET DES MAROCAINS RESIDANT A L'ETRANGER",RABAT,"{'date': '24/09/2026', 'time': '11:00'}","1 404 000,00","27 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1008094&orgAcronyme=d2f
12/08/2026,12/2026/DGI,l’acquisition  des licences de la passerelle mail Proofpoint de la Direction Générale des Impôts (lot unique).,DIRECTEUR DES IMPOTS -RABAT,RABAT,"{'date': '24/09/2026', 'time': '10:00'}","2 124 000,00","40 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009320&orgAcronyme=g8e
07/08/2026,03F/ENSAM/2026,"Achat de Matériel d’Enseignement destiné à L’Ecole Nationale Supérieure d’Arts et Métiers de Casablanca Relevant de L’Université Hassan II de Casablanca en 2 Lots :
-	Lot N°1 : Achat de Matériel d’Enseignement dans le Cadre du Programme du Digital 
-	Lot N°2 : Achat de Matériel d’Enseignement au profit de l’ENSAM Casablanca",ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS - CASABLANCA,MAROC,"{'date': '23/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031547&orgAcronyme=z7x
12/08/2026,02/2026,"l'Achat de fournitures de Bureau et de consommables informatiques pour le compte du Ministère de la Jeunesse, de la Culture et de la Communication - Département de la Communication - à Rabat (2 lots séparés) 
•	Lot n° 1 : Fournitures de Bureau ;
•	Lot n° 2 : Consommables Informatiques.",DOMAINE DE LA COMMUNICATION,RABAT,"{'date': '22/09/2026', 'time': '11:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1015776&orgAcronyme=x6c
06/08/2026,10/2026,"l’acquisition de matériel informatique au profit de l’INRH composé de quatre lots :
Lot 1 : Acquisition et mise en service de Serveurs, Stockage et Points d'accès Wifi
Lot 2 : Acquisition d’ordinateurs portable et ordinateurs de bureau 
Lot 3 : Acquisition d'imprimantes, Onduleurs et Contrôles d'accès
Lot 4 : Acquisition de photocopieurs",INSTITUT NATIONAL DE RECHERCHE HALIEUTIQUE,TANGER-ASSILAH,"{'date': '22/09/2026', 'time': '11:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030824&orgAcronyme=u6i
07/08/2026,55/2026,"ACHAT DE MATERIEL INFORMATIQUE ET DU LOGICIEL DESTINES AUX ETABLISSEMENTS DE JEUNES RELEVANT DU DEPARTEMENT DE LA JEUNESSE EN TROIS LOTS.
LOT N°1- ACHAT DE MATERIEL INFORMATIQUE DESTINES AUX ETABLISSEMENTS DE JEUNES RELEVANT DES REGIONS : TANGER-TETOUAN-AL HOCEIMA, L’ORIENTAL, FES –MEKNES, RABAT-SALE – KENITRA.
LOT N°2- ACHAT DE MATERIEL INFORMATIQUE DESTINES AUX ETABLISSEMENTS DE JEUNES RELEVANT DES REGIONS : BENI MELLAL-KHENIFRA, CASABLANCA-SETTAT, MARRAKECH-SAFI, DARAA-TAFILALET, SOUSS-MASSA, GUELMIM-OUED NOUN, LAAYOUNE SAKIA EL HAMRA, DAKHLA-OUED EDDAHAB.
LOT N°3- ACHAT DE LOGICIEL DESTINES AUX ETABLISSEMENTS DE JEUNES RELEVANT DES REGIONS : TANGER-TETOUAN-AL HOCEIMA, L’ORIENTAL, FES –MEKNES, RABAT-SALE – KENITRA, BENI MELLAL-KHENIFRA, CASABLANCA-SETTAT, MARRAKECH-SAFI, DARAA-TAFILALET, SOUSS-MASSA, GUELMIM-OUED NOUN, LAAYOUNE SAKIA EL HAMRA, DAKHLA-OUED EDDAHAB.",DOMAINE DE LA JEUNESSE ET DES SPORTS,TANGER-ASSILAH,"{'date': '22/09/2026', 'time': '10:30'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021119&orgAcronyme=s3d
24/07/2026,08/2026/DRHAG,"Développement et mise en place d’une plateforme intégrée, orientée usagers, dédiée à la diffusion, à la valorisation et à la gouvernance des données statistiques et des publications du HCP.",HAUT COMMISSARIAT AU PLAN,RABAT,"{'date': '22/09/2026', 'time': '10:00'}","4 980 000,00","95 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1012047&orgAcronyme=g7n
11/08/2026,AO/CB/15/2026,Evolution et développement du système d’information de pilotage des prestations déléguées de collecte des déchets et de nettoiement pour le compte de la commune de Casablanca,SOCIETE CASABLANCA BAÏA,CASABLANCA,"{'date': '21/09/2026', 'time': '11:00'}","5 640 000,00","112 800,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032093&orgAcronyme=a1z
07/08/2026,66/2026,"l’acquisition, l’installation et la mise en service d’une solution de traçabilité des transits par scellés électroniques pour le compte de l’administration des douanes et impôts indirects (lot unique)",DIRECTEUR DES DOUANES ET IMPOTS INDIRECTS RABAT,RABAT,"{'date': '18/09/2026', 'time': '10:00'}","4 260 000,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019849&orgAcronyme=g8e
11/08/2026,21/PUITK/2026,"Acquisition du matériel informatique au profit du centre d’excellence automobile et aéronautique de la Faculté des Sciences de l’Université Ibn Tofail de Kénitra, lancé en lot unique.",PRESIDENCE DE L'UNIVERSITE IBN TOFAIL KENITRA,KENITRA,"{'date': '17/09/2026', 'time': '11:30'}","320 640,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031978&orgAcronyme=z7x
05/08/2026,31/UMVR/2026,Acquisition de matériel et des équipements informatiques dans le cadre du PE n° 5/2024 à l'ENSIAS relavant de l'Université Mohammed V de Rabat.,PRESIDENCE DE L'UNIVERSITE MOHAMMED V DE RABAT,RABAT,"{'date': '17/09/2026', 'time': '11:00'}","1 153 680,00","23 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030308&orgAcronyme=z7x
06/08/2026,45/2026,"Acquisition, mise en service et maintenance d’une plateforme d’hébergement dédiée aux solutions de management et de supervision des systèmes d’information de Barid Al-Maghrib (Marché à tranche conditionnelle)",POSTE MAROC,RABAT,"{'date': '17/09/2026', 'time': '11:00'}","3 720 000,00","70 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031099&orgAcronyme=m1w
05/08/2026,30/UMVR/2026,Acquisition de matériel informatique au profit du Centre Universitaire de Recherche en Technologie Spatiales (CURTS) à L'EMI relevant de l’Université Mohammed V de Rabat.,PRESIDENCE DE L'UNIVERSITE MOHAMMED V DE RABAT,RABAT,"{'date': '17/09/2026', 'time': '10:30'}","717 144,00","14 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030566&orgAcronyme=z7x
06/08/2026,37/2026/TGR,"l’acquisition, l’installation et la mise en œuvre d’une solution de gestion des informations et des évènements de sécurité ainsi que les prestations de maintenance y afférentes au profit de la Trésorerie Générale du Royaume, en lot unique.",TRESORERIE GENERALE DU ROYAUME,RABAT,"{'date': '17/09/2026', 'time': '10:00'}","4 704 000,00","65 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009742&orgAcronyme=g8e
06/08/2026,43/2026/MEF/AC/INF,"l’acquisition, l’installation et la mise en œuvre d’une solution de sécurité DNS au profit du Ministère de l’Economie et des Finances à Rabat.","MINISTERE DE L'ECONOMIE, ET DES FINANCES",RABAT,"{'date': '17/09/2026', 'time': '10:00'}","3 100 020,00","60 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021596&orgAcronyme=g8e
24/07/2026,08/2026,"l’acquisition du matériel, mise en place et installation d’un réseau local (LAN) ainsi que d’un système de vidéosurveillance destinés pour l’Entraide Nationale (Marché alloti en trois lots) :
-	Lot n°1 : Acquisition, mise en place et installation d’un réseau local (LAN).
-	Lot n°2 : Acquisition et installation d’un système de vidéosurveillance.
-	Lot n°3 : Acquisition du matériel.",ENTRAIDE NATIONALE,RABAT,"{'date': '17/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026790&orgAcronyme=y5l
04/08/2026,09/2026,REFONTE ET RENFORCEMENT DE LA SECURITE DE LA PLATEFORME DE ‎MESSAGERIE POUR LE COMPTE DU CONSEIL SUPERIEUR DU POUVOIR JUDICIAIRE ‎EN LOT UNIQUE.‎,Conseil Supérieur du Pouvoir Judiciaire,MAROC,"{'date': '17/09/2026', 'time': '10:00'}","1 663 200,00","25 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029872&orgAcronyme=a2z
05/08/2026,29/UMVR/2026,"ACQUISITION, INSTALLATION ET MISE EN SERVICE D'UNE SALLE BLANCHE MODULABLE AU SEIN DU CENTRE UNIVERSITAIRE DE RECHERCHE EN TECHNOLOGIE SPATIALES (CURTS) A L'EMI RELEVANT DE L’UNIVERSITE MOHAMMED V DE RABAT.",PRESIDENCE DE L'UNIVERSITE MOHAMMED V DE RABAT,RABAT,"{'date': '17/09/2026', 'time': '10:00'}","600 000,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030550&orgAcronyme=z7x
06/08/2026,43/2026,"Externalisation du parc du matériel informatique et technique pour le compte de Barid Al-Maghrib 
(Marché Cadre)",POSTE MAROC,MAROC,"{'date': '17/09/2026', 'time': '10:00'}","9 537 624,00","150 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030901&orgAcronyme=m1w
06/08/2026,41/2026,"Acquisition de consommables informatiques et d’exploitation pour le compte de
Barid Al-Maghrib (Marché Cadre)",POSTE MAROC,MAROC,"{'date': '17/09/2026', 'time': '09:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031089&orgAcronyme=m1w
10/08/2026,08/CCISTTA/2026,"L’ Acquisition, Installation et Mise en Service de Matériels Informatiques et de Matériel de Bureau pour le Compte de la Chambre de Commerce, d'Industrie et de Services de la Région Tanger-Tétouan-Al Hoceima",CHAMBRE DE COMMERCE D'INDUSTRIE ET DE SERVICES DE LA REGION DE Tanger-Tetouan- Al hoceima,TANGER-ASSILAH,"{'date': '16/09/2026', 'time': '11:30'}","891 480,00","15 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031041&orgAcronyme=m1w
12/08/2026,05/2026,"TRAVAUX DE FOURNITURE, D’INSTALLATION ET DE MISE EN SERVICE DES ÉQUIPEMENTS A L'INSTITUT DES SCIENCES DE SPORT RELEVANT DE L'UNIVERSITE SIDI MOHAMED BEN ABDELLAH DE FES",INSTITUT DES SCIENCES DU SPORT FES,MAROC,"{'date': '16/09/2026', 'time': '11:00'}","794 268,00","15 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032783&orgAcronyme=z7x
28/07/2026,6/2026,Acquisition de fournitures informatiques pour le compte de l’Institut Royal de la Culture Amazighe en lot unique.,INSTITUT ROYAL DE LA CULTURE AMAZIGHE,RABAT,"{'date': '16/09/2026', 'time': '10:30'}","266 640,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026526&orgAcronyme=l5b
03/08/2026,25/2026/EQ,"Acquisition, installation et mise en service du matériel informatique destiné aux établissements pionniers relevant de l’Académie Régionale d’Education et de Formation Région Souss-Massa (AREF-SM).",ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION SOUSS-MASSA,AGADIR IDA OU TANANE,"{'date': '16/09/2026', 'time': '10:00'}","4 435 200,00","70 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029483&orgAcronyme=p8x
04/08/2026,08/2026,"ACQUISITION, INSTALLATION, MISE EN PLACE, EXTENSION DE SUPPORT ET ‎RENOUVELLEMENT DE LICENCES DES SOLUTIONS INFORMATIQUES ET DE ‎COMMUNICATIONS IP POUR LE COMPTE DU CONSEIL SUPERIEUR DU POUVOIR ‎JUDICIAIRE EN LOT UNIQUE",Conseil Supérieur du Pouvoir Judiciaire,MAROC,"{'date': '16/09/2026', 'time': '10:00'}","2 629 016,40","40 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029861&orgAcronyme=a2z
29/07/2026,82/2026,L’ACQUISITION DU MATERIEL D’ENSEIGNEMENT   AU PROFIT DES ETABLISSEMENTS PIONNIER RELEVANT  DE L’ACADEMIE REGIONALE D’EDUCATION ET DE FORMATION (AREF) DE LA REGION DE L’ORIENTAL    EN LOT UNIQUE,ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION DE L'ORIENTAL,OUJDA-ANGAD,"{'date': '16/09/2026', 'time': '09:30'}","13 485 480,00","260 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028522&orgAcronyme=p8x
14/07/2026,AO063/2026/ANCFCC/DOSI,Acquisition des switchs pour équiper le siège de l’ANCFCC,"AGENCE NATIONALE DE LA CONSERVATION FONCIERE, DU CADASTRE ET DE LA CARTOGRAPHIE",RABAT,"{'date': '15/09/2026', 'time': '11:00'}","16 666 560,00","200 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023119&orgAcronyme=q1s
29/07/2026,08/26/RRSK,Acquisition des matériels informatiques au profit du conseil de la Région de Rabat salé Kénitra,Conseil de la Région de Rabat - Salé - Kénitra,RABAT,"{'date': '15/09/2026', 'time': '11:00'}","433 152,00","8 600,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023457&orgAcronyme=s3z
28/07/2026,12/2026/DAAC/BG,"L’acquisition, la mise à niveau et l’extension des solutions de sécurité des systèmes d’information pour le compte du Ministère des Habous et des Affaires Islamiques - Administration centrale et Services extérieures- en trois lots séparés : 
Lot n° 1 : L’acquisition, la mise à niveau et l’extension des solutions de sécurité des systèmes d’information :Solutions des pares-feux PALOALTO et FORTIGATE ; Solution de gestion des accès à privilèges (PAM) ; Solution d’authentification multi-facteurs (MFA) avec Tokens pour le compte du Ministère des Habous et des Affaires Islamiques - Administration centrale et Services extérieures ;
Lot n° 2 : La mise à niveau et l’extension des solutions de sécurité des systèmes d’information relatives au partage de charge LTM, VPN et WAF pour le compte du Ministère des Habous et des Affaires Islamiques - Administration centrale;
Lot n° 3 : L’acquisition des licences de la solution Kaspersky Endpoint Security EDR pour le compte du Ministère des Habous et des Affaires Islamiques - Administration centrale et Services extérieures.",DIRECTION DES AFFAIRES ADMINISTRATIVES ET DE COOPERATION,RABAT,"{'date': '15/09/2026', 'time': '10:30'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1002699&orgAcronyme=f4g
31/07/2026,4/2026,TRAVAUX DE CONSTRUCTION DU CENTRE HOSPITALIER PROVINCIAL DE SIDI SLIMANE : GROS ŒUVRE-ÉTANCHÉITÉ-VRD,DELEGUE DU MINISTERE DE LA SANTE A LA PROVINCE DE SIDI SLIMANE,Province de Sidi Slimane,"{'date': '15/09/2026', 'time': '10:30'}","151 025 436,00","2 300 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029140&orgAcronyme=q9t
11/08/2026,45/2026/CMR,Souscription à une plateforme cyber pour la préparation et l'animation d'un programme de simulation et d'exercices cyber pour le compte de la Caisse Marocaine des Retraites,LA CAISSE MAROCAINE DES RETRAITES,Wilaya de Rabat,"{'date': '15/09/2026', 'time': '10:30'}","299 520,00","5 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032018&orgAcronyme=g8e
12/08/2026,32/2026/DPF,"FOURNITURE, INSTALLATION, CONFIGURATION ET MISE EN SERVICE D'UNE INFRASTRUCTURE DE SÉCURITÉ ET DE STOCKAGE INFORMATIQUE AU PROFIT DE L’ORMVAD",OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE DE DOUKKALA,EL JADIDA,"{'date': '15/09/2026', 'time': '10:30'}","544 800,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032504&orgAcronyme=q1s
31/07/2026,02/2026,Passation d’un marché reconductible concernant  l'entretien et  la Maintenance (y compris pièces de rechange ) des équipements informatiques et des équipements du réseau informatique à l’Ecole des Sciences de l’Information –Rabat.,ECOLE DES SCIENCES DE L'INFORMATION (ESI),RABAT,"{'date': '15/09/2026', 'time': '10:00'}","295 500,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=977439&orgAcronyme=g7n
28/07/2026,17/2026/DRAFM,ACHAT ET INSTALLATION DE MATÉRIEL INFORMATIQUE ET LOGICIELS POUR L'ÉQUIPEMENT DE LA SALLE D'ANALYSE SENSORIELLE DU HALL DE TECHNOLOGIE AGROALIMENTAIRE DE MEKNÈS.,DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION FES -MEKNES,MEKNES,"{'date': '15/09/2026', 'time': '10:00'}","242 400,00","4 800,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1012349&orgAcronyme=q1s
29/07/2026,39/2026/TGR,"l’acquisition, l’installation et la mise en service d’une solution EDR (ENDPOINT DETECTION & RESPONSE) ainsi que la formation y afférente, au profit de la Trésorerie Générale du Royaume, en lot unique",TRESORERIE GENERALE DU ROYAUME,RABAT,"{'date': '15/09/2026', 'time': '10:00'}","2 339 400,00","40 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1022230&orgAcronyme=g8e
04/08/2026,81/DGPC/2026,l'acquisition du matériel informatique et logiciels destinés à la Direction Générale de la Protection Civile à Rabat (Lot unique).,DIRECTION GENERALE DE LA PROTECTION CIVILE,RABAT,"{'date': '15/09/2026', 'time': '10:00'}","5 203 788,00","100 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023153&orgAcronyme=w9x
14/07/2026,AO061/2026/ANCFCC/DOSI,Acquisition des switchs pour les services centraux et extérieurs de l’ANCFCC,"AGENCE NATIONALE DE LA CONSERVATION FONCIERE, DU CADASTRE ET DE LA CARTOGRAPHIE",TANGER-ASSILAH,"{'date': '15/09/2026', 'time': '10:00'}","13 392 000,00","150 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023325&orgAcronyme=q1s
11/08/2026,17/2026,"L’acquisition, l’installation et la mise en service des serveurs pour le compte des tribunaux relevant de la circonscription judiciaire de Meknès, en lot unique",SOUS DIRECTEUR REGIONAL AUPRES DE LA COUR D'APPEL DE MEKNES,Wilaya de Meknès El Menzeh,"{'date': '15/09/2026', 'time': '10:00'}","298 800,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026542&orgAcronyme=t5y
29/07/2026,25/2026,"Acquisition de matériels informatiques et logiciels au profit de l’AREF de la région de Rabat-Salé-Kénitra, des directions provinciales et des établissements scolaires y dépendants en lot unique",ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION RABAT-SALE- KENITRA,RABAT,"{'date': '15/09/2026', 'time': '10:00'}","15 420 960,00","300 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028538&orgAcronyme=p8x
29/07/2026,63/2026,l’Acquisition de matériel d’enseignement destine aux établissements de l’enseignement secondaire qualifiant relevant de l’académie régionale d’éducation et de formation de la région de l’oriental,ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION DE L'ORIENTAL,NADOR,"{'date': '15/09/2026', 'time': '10:00'}","6 708 996,00","134 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028609&orgAcronyme=p8x
31/07/2026,07/2026,ACQUISITION DE MATÉRIEL INFORMATIQUE POUR LE COMPTE DE L’AGENCE MAROCAINE D’ÉVALUATION ET D’ASSURANCE QUALITÉ DE L’ENSEIGNEMENT SUPÉRIEUR ET DE LA RECHERCHE SCIENTIFIQUE EN LOT UNIQUE.,AGENCE NATIONALE D’EVALUATION ET D’ASSURANCE QUALITE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,RABAT,"{'date': '15/09/2026', 'time': '10:00'}","1 608 439,20","0,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029032&orgAcronyme=z7x
04/08/2026,07/2026,"L’ACQUISITION, L’INSTALLATION ET LA MISE EN SERVICE DU MATERIEL ET ‎LOGICIELS INFORMATIQUES POUR LE COMPTE DU CONSEIL SUPERIEUR DU ‎POUVOIR JUDICIAIRE EN TROIS LOTS SEPARES :‎
	Lot n° 1 : Ordinateurs portables ;‎
	Lot n° 2 : Ordinateurs de bureau ;‎
	Lot n° 3 : Equipements informatiques.‎",Conseil Supérieur du Pouvoir Judiciaire,MAROC,"{'date': '15/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029790&orgAcronyme=a2z
05/08/2026,42/2026,Extension des licences d’utilisation de la solution de gestion de l’information et des événements de sécurité SI (SIEM) de Barid Al-Maghrib,POSTE MAROC,RABAT,"{'date': '15/09/2026', 'time': '10:00'}","1 680 000,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030703&orgAcronyme=m1w
10/08/2026,06/AOO/DIE/DG/ANP/2026,"CONCEPTION, DEVELOPPEMENT, DEPLOIEMENT ET MAINTENANCE D'UN MODULE DE GESTION DES VOIRIES ET RESEAUX DIVERS PORTUAIRES INTEGRE AU SYSTEME D'INFORMATION D'ASSET MANAGEMENT",AGENCE NATIONALE DES PORTS,CASABLANCA,"{'date': '15/09/2026', 'time': '10:00'}","4 800 000,00","96 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031721&orgAcronyme=o8p
21/07/2026,33/2026/CMR,Acquisition d’une plateforme générative et agentique AI et mise en œuvre du portefeuille des cas d’usage pour le compte de la CMR,LA CAISSE MAROCAINE DES RETRAITES,Wilaya de Rabat,"{'date': '15/09/2026', 'time': '09:30'}","1 200 000,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1025635&orgAcronyme=g8e
29/07/2026,64/2026,Acquisition de matériel d’enseignement destiné aux établissements de l’enseignement secondaire collégial relevant de l’académie régionale d’éducation et de formation de la région de l’oriental en lot unique,ACADEMIE REGIONALE D'EDUCATION ET DE FORMATION DE L'ORIENTAL,OUJDA-ANGAD,"{'date': '15/09/2026', 'time': '09:30'}","15 662 040,48","300 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028692&orgAcronyme=p8x
05/08/2026,40/2026,Acquisition de Terminaux de Saisie Portables (PDA) pour le compte de Barid Al-Maghrib,POSTE MAROC,MAROC,"{'date': '15/09/2026', 'time': '09:00'}","5 760 000,00","100 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030704&orgAcronyme=m1w
05/08/2026,12/2026,"AOOI - Mise à niveau, optimisation et sécurisation des infrastructures Active Directory, déploiement de solutions centralisées d’administration et de supervision de l’environnement AD, et mise à niveau des systèmes Linux au profit des Juridictions financières, avec livraison des prestations y afférentes.",COUR DES COMPTES,RABAT,"{'date': '14/09/2026', 'time': '11:00'}","1 443 000,00","28 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030636&orgAcronyme=z6n
29/07/2026,15/DRSI/2026,Acquisition et installation de matériel et logiciels informatiques pour le compte du Département du Développement Durable relevant du Ministère de la Transition Energétique et du Développement Durable à Rabat (Lot Unique).,MINISTÈRE DE LA TRANSITION ENERGÉTIQUE ET DU DÉVELOPPEMENT DURABLE – DÉPARTEMENT DU DÉVELOPPEMENT DURABLE,RABAT,"{'date': '14/09/2026', 'time': '10:30'}","4 200 000,00","80 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020450&orgAcronyme=d4q
22/07/2026,06/2026/ONCA,Organisation et réalisation de sessions de formation transversale au profit du personnel de l’Office National du Conseil Agricole à Marrakech,OFFICE NATIONAL DU CONSEIL AGRICOLE,MARRAKECH,"{'date': '14/09/2026', 'time': '10:00'}","345 600,00","6 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1025928&orgAcronyme=q1s
10/08/2026,11/2026,L’entretien et la maintenance multi technique des bâtiments et installations techniques du siège et agences ANAPEC.,AGENCE NATIONALE POUR LA PROMOTION DE L'EMPLOI ET DES COMPETENCES,TANGER-ASSILAH,"{'date': '11/09/2026', 'time': '12:00'}","1 600 000,00","24 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026420&orgAcronyme=o4d
04/08/2026,05/2026ESTF,ACHAT DE MATERIEL INFORMATIQUE ET DE LOGICIELS EN SIX (06) LOTS AU PROFIT DE L’ECOLE SUPERIEURE DE TECHNOLOGIE DE FES.,ECOLE SUPERIEURE DE TECHNOLOGIE FES,MAROC,"{'date': '11/09/2026', 'time': '10:30'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029374&orgAcronyme=z7x
22/07/2026,14/2026/AUM,Acquisition et installation de matériel informatique,AGENCE URBAINE DE MARRAKECH,MARRAKECH,"{'date': '11/09/2026', 'time': '10:00'}","990 840,00","19 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026148&orgAcronyme=j8k
